CPU Name,CPU Amount,CPU Warranty,RAM Name,RAM Amount,RAM Warranty,Main Name,Main Amount,Main Warranty,Storage Name,Storage Amount,Storage Warranty,GPU Name,GPU Amount,GPU Warranty,Case Name,Case Amount,Case Warranty,Cooler Name,Cooler Amount,Cooler Warranty,Price,Link,CPU Spec
Dòng CPU Core i5,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,12799000,https://hacom.vn/pc-hp-280-pro-tower-g9-9h9c3pt-i5-12500-8gb-ram-512gb-ssd-wl-bt-k-m-win11, i5
Dòng CPU Core i5,1.0,12.0,Chipset Integrated in the processor ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa VGA onboard,1,12.0,,0,0.0,,0,0.0,17399000,https://hacom.vn/pc-hp-all-in-one-proone-240-g9-i5-1235u-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win-11-6m3v2pa, i5
Bộ VXL Apple M1 chip8-core CPU / 8-core GPU,1.0,12.0,,0,0.0,,0,0.0,Ổ cứng 256GB SSD,1,12.0,Bộ VXL Apple M1 chip8-core CPU / 8-core GPU,1,12.0,,0,0.0,,0,0.0,33499000,https://hacom.vn/pc-apple-imac-m1-8-core-cpu-8-core-gpu-mgpm3sa-a,Bộ VXL Apple M1 chip8-core CPU / 8-core GPU
Dòng CPU Core i5,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 750,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,13499000,https://hacom.vn/pc-hp-280-pro-g9-sff-9e564pt-i5-12500-8gb-ram-512gb-ssd-wl-bt-k-m-win-11, i5
CPU hỗ trợ: Socket sTR5,1.0,36.0,Hỗ trợ Ram: 4 x DDR5 ECC,1,36.0,,0,0.0,"Hỗ trợ ổ cứng: 3 x M.2 slots (Key M), 4 x SATA 6Gb/s ports, 1 x SlimSAS port",1,36.0,,0,0.0,,0,0.0,,0,0.0,24999000,https://hacom.vn/mainboard-asus-pro-ws-trx50-sage-wifi-ddr5,CPU hỗ trợ: Socket sTR5
CPU Intel Core i5-12400F,1.0,36.0,Ram Desktop Adata XPG Spectrix D41 RGB Grey (AX4U32008G16A-ST41) 8GB (1x8GB) DDR4 3200Mhz,1,60.0,Mainboard Asus PRIME B660M-A D4,1,36.0,Ổ cứng SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình Asus TUF GTX 1660 Super O6G Gaming,1,36.0,Vỏ Case VITRA CRYSTAL S1 BLACK M-ATX  (Mini Tower/Màu Đen),1,12.0,TẢN NHIỆT KHÍ JONSBO CR-1000 ARGB (KÈM SẴN BACKPLATE 1700 JONSBO),1,12.0,15499000,https://hacom.vn/hacom-sniper-i5-12400f-gtx-1660-super-1-2-3, i5-12400F
Bộ VXL Apple M1 chip8-core CPU / 7-core GPU,1.0,12.0,,0,0.0,,0,0.0,Ổ cứng 256GB SSD,1,12.0,Bộ VXL Apple M1 chip8-core CPU / 7-core GPU,1,12.0,,0,0.0,,0,0.0,32499000,https://hacom.vn/pc-apple-imac-m1-8-core-cpu-7-core-gpu-mjv93sa-a,Bộ VXL Apple M1 chip8-core CPU / 7-core GPU
CPU: Intel Core i5-12600,1.0,36.0,Ram: 1x 8GB,1,36.0,,0,0.0,Ổ cứng: 512GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,30399000,https://hacom.vn/workstation-dell-precision-3660-tower-i5-12600-8gb-ram-512gb-ssd-dvdrw-t400-4gb-k-m-42pt3660d11, i5-12600
,0.0,0.0,"Bộ Nhớ Trong
 
RAM Corsair Vengeance LPX 8GB (2*4GB) DDR4 Bus 2133 MHz ( CMK8GX4M2A2133C13)",1,,"Mainboard
 
Mainboard GIGABYTE G1 Sniper B7",1,,"Tản Nhiệt
 
SSD Samsung 850 EVO 120GB SATA3 6Gb/s 2.5"" (Đọc 540MB/s, Ghi 520MB/s)",1,,"Card Màn Hình
 
VGA MSI GTX 960 100 Million Edition",1,,,0,0.0,"Tản Nhiệt
 
SSD Samsung 850 EVO 120GB SATA3 6Gb/s 2.5"" (Đọc 540MB/s, Ghi 520MB/s)",1,,19619000,https://hacom.vn/combo-set-gaming-color-black-and-green-pro,
CPU: Intel Core i5 12400F,1.0,,RAM: 16GB,1,,,0,0.0,SSD: 500GB,1,,VGA: RTX 3060,1,,,0,0.0,TẢN NHIỆT KHÍ : ID-COOLING SE-224-XT,1,,22199000,https://hacom.vn/hacom-sniper-i5-12400f-rtx-3060, i5 12400F
"Chủng loại
 
WS C621E SAGE (Dual CPU Workstations)",1.0,36.0,"Bộ nhớ trong
 
12 x DIMM, Max. 768GB, DDR4 2666/2400 MHz RDIMM, LR-DIMM Memory",1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,18169000,https://hacom.vn/mainboard-asusws-c621e-sage-dual-cpuworkstations,"Chủng loại
 
WS C621E SAGE (Dual CPU Workstations)"
Dòng CPU Core i5,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 750,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,12199000,https://hacom.vn/pc-hp-280-pro-g9-sff-i5-12500-8gb-ram-256gssd-wl-bt-k-m-win-11-72k92pa, i5
,0.0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,419000,https://hacom.vn/hdd-hp-300gb-10k-sas-2.5-quot-507127-b21-hang-thanh-ly,
CPU: Intel Xeon Silver 4210,1.0,36.0,RAM: 16GB,1,36.0,,0,0.0,HDD: 1.2TB,1,36.0,,0,0.0,,0,0.0,,0,0.0,91209000,https://hacom.vn/server-dell-poweredge-t640-xeon-silver-4210-16gb-ram-1.2tb-hdd-nlsas-2.5in-dvdrw-perc-h730p-idrac9-enterprise-750w-1-1-70196161,CPU: Intel Xeon Silver 4210
CPU Intel Core i9-13900K,1.0,36.0,Ram Desktop Corsair Dominator Platinum White RGB (CMT32GX4M2E3200C16W) 32GB (2x16G) DDR4 3200MHz,1,36.0,Mainboard ASUS ROG STRIX Z690-A GAMING WIFI D4,1,36.0,Ổ cứng SSD Kingston SNV2S 1TB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/1000G),1,36.0,Card màn hình Asus ROG STRIX-RTX 4080-O16G-GAMING WHITE,1,36.0,Fan Case Asus TUF GAMING TF120 ARGB 3IN1 WHITE ( Pack 3 Fan 12cm / Có Hub),3,24.0,Tản nhiệt nước Custom Freezemod Rainbow RGB P3 V3 Kit White ( AMD AM4 - Intel LGA 115X / 1200 / 1700 / 20XX - không kèm quạt),1,6.0,86699000,https://hacom.vn/hacom-poseidon-i9-13900k-rtx-4080, i9-13900K
"CPU hỗ trợ
 
2 x Socket P (LGA 3647)
Intel® Xeon® Scalable Processors Family (150W)",1.0,36.0,"Bộ nhớ trong
 
16 (6-channel per CPU, 8 DIMM per CPU)
Tối đa 512GB RDIMM, 1024GB LRDIMM, 2048GB LR-DIMM 3DS
DDR4 2666/2400 RDIMM
DDR4 2666/2400 LRDIMM
DDR4 2666/2400 LR-DIMM 3DS",1,36.0,,0,0.0,,0,0.0,"Chuẩn lưu trữ
 
SATA Controller :
Intel® C621
11 x SATA3 6Gb/s ports (8 by 2 mini-SAS Connector)
2 x M.2 connector (2280/2260/2242) (SATA 6Gb/s & PCI-E Gen3 x4 link)
Intel® Rapid Storage Technology Enterprise(RSTe) (For Linux/Windows)
(Support Software RAID 0, 1, 5, 10 )
Intel® VROC (for Windows only; Support software RAID 0, 1, 10 & 5)
 
Optional kits Controller :
ASUS PIKE II 3008-8i 8-port SAS 12G RAID card
ASUS PIKE II 3108-8i 8-port SAS 12G HW RAID card",1,36.0,,0,0.0,,0,0.0,16149000,https://hacom.vn/mainboard-asus-z11pr-d16-dual-cpu,"CPU hỗ trợ
 
2 x Socket P (LGA 3647)
Intel® Xeon® Scalable Processors Family (150W)"
"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU",1.0,12.0,,0,0.0,,0,0.0,"Ổ cứng
 
512GB SSD",1,12.0,"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU",1,12.0,,0,0.0,,0,0.0,19199000,https://hacom.vn/apple-mac-mini-mmfk3sa-a-apple-m2-8c-cpu-10c-gpu-8g-ram-512gb-ssd-mac-os-bac,"Bộ vi xử lý
 
Apple M2 8-core CPU with 4 performance cores and 4 efficiency cores; 10-core GPU"
"Bộ vi xử lý
 
Intel® Core™ i5-12500 (3.0Ghz up to 4.6Ghz/18MB cache)",1.0,12.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz (1*8GB)",1,12.0,,0,0.0,"Ổ cứng
 
512GB PCIe NVMe SSD (1 x  M.2 2230 slot for WiFi & Bluetooth Card ; 1 x M.2 2230/2280 slot for SSD;2 x  SATA 3.0 slot for 3.5”/2.5”)",1,12.0,"Ổ cứng
 
512GB PCIe NVMe SSD (1 x  M.2 2230 slot for WiFi & Bluetooth Card ; 1 x M.2 2230/2280 slot for SSD;2 x  SATA 3.0 slot for 3.5”/2.5”)",1,12.0,,0,0.0,,0,0.0,11999000,https://hacom.vn/pc-dell-optiplex-7010-sff-i5-12500-8gb-ram-512gb-ssd-k-m-dos-den-7010sf125004774,™ i5-12500 (3.0Ghz up to 4.6Ghz/18MB cache)
CPU Intel Core i3-12100F,1.0,36.0,RAM Desktop TEAMGROUP VULCAN Z Grey (TLZGD48G3200HC16F01) 8GB (1x8GB) DDR4 3200MHz,1,60.0,Mainboard Asus PRIME H610M-K D4,1,36.0,Ổ cứng SSD Lexar NM620 256GB M.2 2280 PCIe 3.0x4 (Đoc 3000MB/s - Ghi 1300MB/s) - (LNM620X256G-RNNNG),1,60.0,Card màn hình Inno3D GTX 1650 TWIN X2 OC 4GB GDDR6,1,,Vỏ case máy tính DarkFlash A290 (Mid Tower/ Màu Đen),1,0.0,Tản Nhiệt Khí Jonsbo CR-1400 EVO Color Black,1,12.0,10599000,https://hacom.vn/hacom-ares-a1-i3-12100f-gtx-1650, i3-12100F
,0.0,0.0,Bộ nhớ Ram 8Gb DDR4 (1 x 8Gb + 1 khe rời),1,36.0,,0,0.0,Ổ cứng 128Gb SSD,1,36.0,Card đồ họa tích hợp Radeon ™ Vega 3,1,36.0,,0,0.0,,0,0.0,5699000,https://hacom.vn/pc-hacom-business-mini-h26-3000g-a320-8gb-ram-128gb-ssd,
Dòng CPU Core i5,1.0,12.0,Chipset Integrated in the processor ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa VGA onboard,1,12.0,,0,0.0,,0,0.0,16499000,https://hacom.vn/pc-hp-all-in-one-200-pro-g4-i5-1235u-8gb-ram-256gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-74s24pa, i5
CPU AMD Ryzen 5 4600G,1.0,36.0,Ram Kingston Fury Beast 16GB (2x8GB) DDR4 3200Mhz,1,36.0,Mainboard ASUS PRIME B450M-A II,1,36.0,SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s),1,36.0,,0,0.0,Case Jonsbo C6 Black (Mini Tower),1,12.0,Fan Case Vitra Clio Led RGB,3,12.0,8499000,https://hacom.vn/hacom-sniper-r5-4600g-radeon-graphics,CPU AMD Ryzen 5 4600G
"Bộ vi xử lý
 
13th Gen Intel® Core™ i5-13400 Processor (10 cores) - Max Turbo Frequency : 4.60 GHz",1.0,12.0,"Bộ nhớ trong
 
1 x 8GB DDR4/ 3200MHz (2 slots)",1,12.0,,0,0.0,"Ổ cứng
 
512GB SSD PCIe (M.2 2280)",1,12.0,"Card Reader
 
N/A",1,12.0,,0,0.0,,0,0.0,13799000,https://hacom.vn/pc-hp-s01-pf3011d-8c5s7pa-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-den,™ i5-13400 Processor (10 cores) - Max Turbo Frequency : 4.60 GHz
"Bộ VXL
 
Intel® Xeon® E-2324G Processor 8M Cache, 3.10 GHz",1.0,36.0,"Bộ nhớ RAM
 
16G UDIMM, 3200MT/s  ECC (x4 slot)",1,36.0,,0,0.0,"Dung lượng ổ cứng
 
2TB Hard Drive SATA 6Gbps 7.2K 512n 3.5in Cabled (x4 HDD 3.5-inch SATA)(x4 slot)",1,36.0,,0,0.0,,0,0.0,,0,0.0,35499000,https://hacom.vn/server-dell-poweredge-t150-e-2324g-16gb-ddr4-2tb-hdd-bc5720dp-dvdrw-300w-ps-no-os-42svrdt150-02b,"Bộ VXL
 
Intel® Xeon® E-2324G Processor 8M Cache, 3.10 GHz"
Dòng CPU Core i5,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 750,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,12599000,https://hacom.vn/pc-hp-280-pro-g9-sff-i5-12500-8gb-ram-256g-ssd-wl-bt-k-m-win11-9e562pt, i5
"Được trang bị Bộ xử lý Intel® Core ™ thế hệ 12/13 và bộ nhớ ECC, đạt chứng nhận của nhà cung cấp phần mềm độc lập (ISV)",1.0,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,32999000,https://hacom.vn/may-tram-asus-e500-g9-i9-12900-16gb-ram-w680-512gb-ssd-750w-kb-m-dvd-rw-e500g9-12900016z," ™ thế hệ 12/13 và bộ nhớ ECC, đạt chứng nhận của nhà cung cấp phần mềm độc lập (ISV)"
,0.0,0.0,Bộ nhớ GDDR6 24GB với ECC,1,36.0,,0,0.0,,0,0.0,Kiến trúc GPU ampe,1,36.0,,0,0.0,Giải pháp tản nhiệt: Đang hoạt động,1,36.0,104639000,https://hacom.vn/card-man-hinh-nvidia-rtx-a5500-24gb-gddr6-leadtek,
CPU Intel Core i7-12700F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard ASROCK B660M PRO RS,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Colorful RTX 3060 NB DUO 12G V2 L-V,1,36.0,,0,0.0,VITRA CERES V305-M 3FRGB BLACK (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,20799000,https://hacom.vn/pc-hacom-designer-d130-i7-12700f-b660-16gb-ram-500gb-ssd-rtx-3060-12gb-650w, i7-12700F
CPU: Intel Core i3 11100B,1.0,24.0,RAM: 4GB,1,24.0,,0,0.0,SSD: 512GB,1,24.0,,0,0.0,,0,0.0,,0,0.0,13999000,https://hacom.vn/pc-asus-all-in-one-e5202wh-ba019w, i3 11100B
CPU: AMD Ryzen 5 5600G,1.0,,Ram: 2x 8GB,1,,Mainboard: B450,1,,Ổ cứng: 500GB SSD,1,,,0,0.0,,0,0.0,,0,0.0,8899000,https://hacom.vn/pc-hacom-designer-d071-ryzen-5-5600g-b450-16gb-ram-500gb-ssd,CPU: AMD Ryzen 5 5600G
CPU: Intel Core i3-12100,1.0,24.0,Ram: 8GB,1,24.0,,0,0.0,Ổ cứng: 256GB SSD,1,24.0,,0,0.0,,0,0.0,,0,0.0,9499000,https://hacom.vn/pc-asus-s501md-312100062w-i3-12100-8gb-ram-256gb-ssd-wl-bt-k-m-win-11, i3-12100
Dòng CPU Core i3,1.0,12.0,Chipset   ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Dung lượng RAM 8GB ['Ổ CỨNG'],1,12.0,Card tích hợp VGA onboard,1,12.0,,0,0.0,,0,0.0,13999000,https://hacom.vn/pc-hp-all-in-one-22-dd2005d-i3-1215u-4gb-ram-256gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-6k7g4pa, i3
CPU Intel Core i5-13400F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard ASUS PRIME B760M-K D4,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình NVIDIA T400 (4GB GDDR6),1,36.0,Vỏ case Jonsbo C6 White ( Mini Tower/Màu Trắng),1,12.0,,0,0.0,15499000,https://hacom.vn/pc-hacom-cad-c105-case-mini-tower-i5-13400f-b760-16gb-ram-500gb-ssd-t400-4gb-550w, i5-13400F
CPU Intel® Core™ i5-11400,1.0,24.0,RAM 16GB DDR4 3200Mhz SODIMM (8GB*2),1,24.0,,0,0.0,Ổ cứng 512GB PCIe® NVMe™,1,24.0,,0,0.0,,0,0.0,,0,0.0,27499000,https://hacom.vn/pc-msi-creator-p50-11si-058xvn,™ i5-11400
"Chíp xử lý 
Core i7-13700 (2.1GHz upto 5.1GHz, 16-Core, 24MB Cache)",1.0,12.0,"Bộ nhớ Ram 
8GB DDR4 3200MHz (1 x 8GB), 2 khe cắm Ram",1,12.0,,0,0.0,"Ổ đĩa cứng 
512GB SSD PCIe NVMe (x1 HDD 3.5"" Sata 3)",1,12.0,"Card đồ họa 
Intel UHD Graphics 770",1,12.0,,0,0.0,,0,0.0,18599000,https://hacom.vn/pc-hp-pro-tower-400-g9-i7-13700-8gb-ram-512g-ssd-wl-bt-k-m-win11-9h1t7pt,", 24MB Cache)"
CPU Intel Core i5-13400F,1.0,36.0,Ram Desktop Adata XPG Spectrix D50 RGB White (AX4U32008G16A-SW50) 8GB (1x8GB) DDR4 3200Mhz,2,60.0,Mainboard ASUS PRIME B760M-A WIFI D4,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Gigabyte RTX 3060 VISION OC 12GD-V2,1,36.0,Vỏ Case MIK AION WHITE 3FA (ATX/Mid Tower/Màu Trắng/3Fan ARGB),1,25.0,Vỏ Case MIK AION WHITE 3FA (ATX/Mid Tower/Màu Trắng/3Fan ARGB),1,25.0,22599000,https://hacom.vn/hacom-sniper-s6-i5-13400f-rtx-3060, i5-13400F
CPU Intel Core i5-10400F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard MSI B560M PRO-E,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình MSI RTX 3050 VENTUS 2X XS 8G OC,1,36.0,Vỏ Case VITRA CERES V305-M 3FRGB BLACK   (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,Vỏ Case VITRA CERES V305-M 3FRGB BLACK   (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,13199000,https://hacom.vn/pc-hacom-designer-d133-i5-10400f-b560-16gb-ram-500gb-ssd-rtx-3050-550w, i5-10400F
"Bộ vi xử lý
 
13th Gen Intel® Core™ i7-13700 Processor (16 cores) - Max Turbo Frequency : 5.20 GHz",1.0,12.0,"Bộ nhớ trong
 
1 x 8GB DDR4/ 3200MHz (2 slots)",1,12.0,,0,0.0,"Ổ cứng
 
256GB SSD PCIe (M.2 2280)",1,12.0,"Card Reader
 
N/A",1,12.0,,0,0.0,,0,0.0,16899000,https://hacom.vn/pc-hp-s01-pf3016d-8c5t0pa-i7-13700-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-den,™ i7-13700 Processor (16 cores) - Max Turbo Frequency : 5.20 GHz
CPU Intel Core i5-10400F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard MSI B560M PRO-E,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Asus TUF GTX 1660 Super O6G Gaming,1,36.0,Vỏ Case VSP KB09 Đen (ATX/Mid Tower/Màu Đen),1,,,0,0.0,12499000,https://hacom.vn/pc-hacom-designer-d136-i5-10400f-b560-16gb-ram-500gb-ssd-gtx-1660-super-550w, i5-10400F
CPU Intel Core i7-12700F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard ASROCK B660M PRO RS,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình INNO3D RTX 3060 TWIN X2 12GB,1,36.0,Vỏ case KENOO ESPORT M500 - 3F (M-ATX/Màu Đen/Kèm 3 fan RGB),1,,Vỏ case KENOO ESPORT M500 - 3F (M-ATX/Màu Đen/Kèm 3 fan RGB),1,,20999000,https://hacom.vn/pc-hacom-designer-d142-i7-12700f-b660-16gb-ram-500gb-ssd-rtx-3060-12gb-650w, i7-12700F
,0.0,0.0,Bộ nhớ 48 GB GDDR6 with ECC,1,36.0,,0,0.0,,0,0.0,Kiến trúc GPU NVIDIA Ampere,1,36.0,,0,0.0,Tản nhiệt Thụ động,1,36.0,149999000,https://hacom.vn/card-man-hinh-asus-nvidia-a40-48gb-gddr6,
CPU Intel Core i5-12400F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB/8) 8GB (1x8GB) DDR4 3200Mhz,1,36.0,Mainboard ASUS PRIME B760M-K D4,1,36.0,"Ổ cứng SSD Gigabyte 256GB M.2 2280 PCIe NVMe Gen 3x4 (Đọc 1700MB/s, Ghi 1100MB/s) - (GP-GSM2NE3256GNTD)",1,36.0,Card màn hình MSI GTX 1650 D6 VENTUS XS OCV3,1,36.0,Vỏ case máy tính DarkFlash A290 (Mid Tower/ Màu Đen),1,0.0,Tản Nhiệt Khí Jonsbo CR-1000 EVO Color Black,1,12.0,13199000,https://hacom.vn/hacom-sniper-s11-i5-12400f-gtx-1650, i5-12400F
"Bộ vi xử lý
 
Intel® Pentium® N200",1.0,36.0,"Bộ nhớ trong
 
4GB DDR4 2933 (1*4GB)",1,36.0,,0,0.0,"Ổ cứng
 
128GB M2 SSD",1,36.0,,0,0.0,,0,0.0,,0,0.0,6999000,https://hacom.vn/pc-msi-cubi-n-pentium-n200-4gb-ram-128gb-ssd-wl-bt-dos-den-adl-017xvn-bn2004gs12xxa,"Bộ vi xử lý
 
Intel® Pentium® N200"
CPU Intel Core i5-12400F,1.0,36.0,Ram Adata XPG Spectrix D41 RGB Grey 8GB (1x8GB) DDR4 3200Mhz,2,60.0,Mainboard Asus TUF GAMING B660M-PLUS WIFI D4,1,36.0,SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s),1,36.0,Card màn hình Gigabyte RTX 3050 EAGLE OC 8G,1,36.0,Case  Gaming Hawk F1 PINK,1,0.0,Tản Nhiệt CPU ID-COOLING SE-224-XT ARGB V3,1,24.0,19399000,https://hacom.vn/pc-gaming-hacom-shark-s39-pink-i5-12400f-b660-16gb-ram-500gb-ssd-rtx-3050-650w, i5-12400F
CPU: Intel Xeon Silver 4210,1.0,36.0,RAM: 16GB,1,36.0,,0,0.0,HDD: 1.2TB,1,36.0,,0,0.0,,0,0.0,,0,0.0,69689000,https://hacom.vn/server-dell-poweredge-t440-xeon-silver-4210-16gb-ram-1.2tb-hdd-nlsas-2.5in-dvdrw-perc-h330-idrac9-basic-495w-70205942,CPU: Intel Xeon Silver 4210
Bộ VXL : Intel Core i3 12100,1.0,36.0,Bộ nhớ Ram : 8GB DRR4,1,36.0,Bo mạch chủ : H610,1,36.0,Ổ cứng : 500GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,7399000,https://hacom.vn/pc-hacom-business-i3121-8gs5-i3-12100-h610-8gb-ram-500gb, i3 12100
"Bộ vi xử lý
 
Intel Core i3 13100 – thế hệ 13 mới nhất",1.0,12.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz (1*8GB)",1,12.0,,0,0.0,"Ổ cứng
 
256GB PCIe NVMe SSD",1,12.0,,0,0.0,,0,0.0,,0,0.0,10899000,https://hacom.vn/pc-dell-inspiron-3020-i3-13100-8gb-ram-256gb-ssd-wl-bt-k-m-win11-b, i3 13100 – thế hệ 13 mới nhất
Dòng CPU Core i5,1.0,12.0,Chipset Intel H470 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 730,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,14399000,https://hacom.vn/pc-hp-m01-f3006d-8c5s2pa-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win11, i5
CPU Intel Core i5-13400F,1.0,36.0,Ram Kingston Fury Beast (KF432C16BB/8) 8GB (1x8GB) DDR4 3200Mhz,2,36.0,Mainboard ASUS PRIME B760M-A D4,1,36.0,SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Asus DUAL RTX 3050-8G-V2,1,36.0,Vỏ Case Darkflash DK353 Black (3 Fan LED),1,12.0,Vỏ Case Darkflash DK353 Black (3 Fan LED),1,12.0,18699000,https://hacom.vn/hacom-sniper-i5-13400f-rtx-3050, i5-13400F
CPU: Intel Pentium Gold G7400,1.0,24.0,RAM: 4GB,1,24.0,,0,0.0,Ổ Cứng: 256GB SSD,1,24.0,,0,0.0,,0,0.0,,0,0.0,8899000,https://hacom.vn/pc-asus-s500sd-0g7400011w-pentium-g7400-4gb-ram-256gb-ssd-wl-bt-k-m-win-11-90pf0392-m00st0,CPU: Intel Pentium Gold G7400
CPU Intel Core i5-12400F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard ASUS PRIME B760M-A D4,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,60.0,Card màn hình Asus DUAL RTX 3050-O8G-V2,1,36.0,Vỏ case máy tính DarkFlash A290 (Mid Tower/ Màu Đen),1,,,0,0.0,15499000,https://hacom.vn/pc-hacom-designer-d143-i5-12400f-rtx-3050, i5-12400F
